"id" "area" "biomass" "roads" "il_area" "uc_area" "pasture" "np" "ed" "mpa" "pland" "hydro" "pp" "prec_f" "temp_f" "af_lm" "af_ly" "ba_ly" "ba_lm" "da_ly" "da_lm" "prec_anom" "ahd" "temp_anom" "ba"
"28" 28 8756.28342693885 203.148966804729 0.10167962005268 2338.82286742767 0 65142.1123986418 490 710691.856415678 1.30041315e-07 89.4907917464135 0.242863795474158 3323.63827412045 1.69142389297485 302.178344726562 52 13 0 0 0 1.5818003747575 0 132.149964432424 0 0
"29" 29 47.2593789602187 265.770738079686 0 45.2449618639196 0 0 2 0 1.92185333e-07 100 0 0 1.50923407077789 301.306274414062 0 0 0 0 0 0 0 106.496631622314 0 0
"30" 30 47.1991082322703 269.493903790734 0 0 45.1357897492007 0 4 67065.5497355775 9.5877553e-08 99.6355644055379 0 0 1.63538181781769 300.886413574219 0 0 0 0 0 0 0 5.61366653442383 0 0
"31" 31 2340.4583472942 285.443923219095 0 0 2317.82956271023 1.78325255457719 4 35733.1240576273 4.746814684e-06 99.7685416490154 0.972322560505507 0 1.59913241863251 301.048034667969 0 0 0 0 0 0 0 46.7043317906997 0 0
"32" 32 3704.64618307658 267.298293989067 0.021041079789067 2305.38869248766 1382.09653300966 216.786727595963 4 134458.043362216 7.463638793e-06 99.0851626001627 0.242916814684236 0 1.37624442577362 301.055877685547 415 25 0 0.75 0 0 0 -60.9915194260447 0 0
"33" 33 9309.15428350552 271.34904632259 0 9294.54212922182 0 2212.4146540311 2 45538.9442461976 3.7752422259e-05 99.7733316567857 0 0 1.67853569984436 300.698669433594 1308 8 0 0 0 0 0 -85.6326611066105 0 0
"34" 34 6828.76470034506 279.505060709619 0 1596.93891226543 5193.81177971097 293.775810132639 81 626994.913671228 6.37718705e-07 93.0239468638023 0.232353990152741 0 1.95713770389557 300.888061523438 0 0 0 0 0 0 0 -72.0368832837185 0 0
"35" 35 6917.92291478796 284.181666001167 0 263.159572881036 6611.03037792674 10.2658573396895 93 734174.02128567 5.55675544e-07 91.8923995898968 0 0 2.23792433738708 301.0380859375 0 0 0 0 0 0 0 -46.8769546104466 0 0
"36" 36 8972.5590821293 295.454204354572 0 0.135674283860228 8939.475075382 160.556103555718 163 537796.419385876 4.26082123e-07 95.1871491878704 0 0 2.15247106552124 300.784545898438 1 0 0 0 0 0 0 -27.3072255879325 0 0
"37" 37 10799.3605108664 298.508376208175 0.014904078985869 0 10433.794623269 1348.08250061676 4279 2119884.39562782 1.1189102e-08 54.5349595692216 0 2155.87958914753 2.27326011657715 300.592559814453 31 2 0 0 0 0.0928682210619888 0 -17.6888076464335 0 0
"38" 38 7430.87696432589 179.665490599552 0.055544296982902 0 2536.9633694361 6289.71167503795 1120 1064529.21384087 3.9208449e-08 72.6722819596647 679.855519133809 3396.76315107277 1.21181690692902 300.782409667969 901 80 0.5 10.5 0 0.753456776346729 0 -76.973908551534 0 4.54142818522592
"39" 39 369.211591345401 78.8151404891878 0.003070069937964 0 322.19571743793 0 81 1366558.79367251 2.9504198e-08 79.6044249300927 34.9611279297397 1.71756611760493 0.525128483772278 301.1083984375 0 0 0 0 0 0 0 -167.877444446087 0 0
"40" 40 7356.72331125868 234.323420222746 0.000528575159214 7296.24198928686 0 701.46518314423 46 218044.11923169 1.273215377e-06 97.9725527336592 23.1173303474607 0 7.22693824768066 298.040130615234 6 0 0 0 0 0 0 644.867225468159 0 0
"41" 41 10804.3895574416 192.13583213756 0.00021686351498 10804.3895574416 0 697.084547694493 36 275712.723898678 2.343437911e-06 96.1209501595616 71.6045499046014 0 6.86984777450562 298.326629638672 1 4 0 0 0 0 0 574.357182419091 0 0
"42" 42 10704.9034358087 221.975094193288 0.000553838835422 10677.6101224022 0 898.733331655538 26 197902.051680114 3.262325831e-06 97.5135257085722 111.676675973126 0 7.15657329559326 298.466430664062 4 3 0 0 0 0 0 522.176394116279 0 0
"43" 43 3087.44337246598 228.224388385884 0.024522916789278 3085.02894033897 1327.51098402227 110.627093367045 15 215792.818424076 1.589981559e-06 95.1123263243583 86.31273714232 0 6.60644674301147 298.517395019531 0 1 0 0 0 0 0 427.680794645611 0 0
"44" 44 1675.34928420263 244.311083857329 0.006920901075103 1638.98912646167 1635.60637006117 28.7000637091711 176 673588.490846928 6.8564162e-08 88.6720383402538 0 0 4.64988899230957 298.392791748047 10 0 0 0 0 0 0 166.706858796893 0 0
"45" 45 6176.57601414557 229.407056822016 0.00043571209474 6012.5266684699 3936.79635568115 563.434895133292 146 180248.118474049 3.33693168e-07 97.096055939767 0.0197160977124633 0 3.85957622528076 298.440399169922 0 0 0 0 0 0 0 255.623448919743 0 0.0896379648666201
"46" 46 10481.7801737034 213.939958312325 0.000720071836415 7502.77493274645 6742.8863706212 2065.97617675332 329 186040.109614513 2.46970243e-07 95.3969763055618 4.55080826113082 14.6289521335394 3.84243774414062 298.598510742188 0 0 0 0 0 0 0 263.694097689318 0 0
"47" 47 10804.3895574416 202.279308206406 6.3401509463e-05 6469.52284076597 8226.3427204594 809.779882905102 69 125540.098836254 1.256350663e-06 98.7693207327313 35.1203151321407 11.2333589869208 2.94825100898743 299.651641845703 0 1 0 0 0 0 0 338.536095215013 0 0
"48" 48 10804.3895574416 178.351796106763 7.7858022359e-05 2259.97158601574 6547.8987424544 787.75336048675 230 282298.410366098 3.67326128e-07 96.2314709423855 49.0643268736921 64.8724202358448 2.30992269515991 300.675476074219 0 0 0 0 0 0 0 264.430182565282 0 0
"49" 49 10804.3895574416 162.955590025982 0.049087543899769 0 6041.97630812032 45219.8746089417 199 377545.548115765 4.13152933e-07 93.6755000059317 188.004371462949 3538.76399820309 2.16038823127747 301.651519775391 76 2 0 0 0.450952905661001 0.748146560311076 0 214.859322503296 0 0.233721894802143
"50" 50 10804.3895574416 225.57821675165 0.172424908972391 2191.83074922415 0 181721.004602574 823 913558.551357148 8.1573445e-08 76.4691222180676 0.710679833504305 4876.24815623133 2.1161105632782 301.859344482422 40 45 0 0 0 3.00426937991306 0 187.741635980368 0 0
"51" 51 7552.33842966807 263.355818322035 0.049438675625488 2649.16556213933 880.97042763921 38412.0662325496 381 477692.16015731 1.44039359e-07 89.4509146041069 67.5458102527409 2577.6342485829 1.42078065872192 301.281860351562 75 49 0 0 0 1.29462776758787 0 119.956046304585 0 0
"52" 52 9007.27712911219 269.472802153785 0 579.423486357085 8429.8301713244 82.5273509676415 4 92449.8945125983 1.8135859414e-05 99.1098490947841 0 0 1.31317818164825 301.127197265625 0 0 0 0 0 0 0 106.380108150276 0 0
"53" 53 10804.3895574416 280.351040812577 0 239.368158193886 10804.5337075639 41.5689188182402 5 87047.1809873011 1.7438162083e-05 99.3419812533201 44.349171603003 0 1.47511267662048 301.208831787109 0 0 0 0 0 0 0 -29.0997109887196 0 0
"54" 54 10804.3895574416 275.862916211475 2.4834433532e-05 4618.19262325815 6227.52608423704 75.3387530392884 3 54813.0842799202 2.9194284292e-05 99.7600261577006 21.0615615408227 0 1.26373755931854 301.083618164062 191 24 0 3.5 0 0 0 -98.0506721375061 0 0
"55" 55 10804.3895574416 246.249912025715 0 10519.1701403205 316.523316124239 1433.84929271928 1 6452.2512726755 8.7738074764e-05 99.9655139914663 1.54378872190782 0 1.2910863161087 300.850128173828 178 31 0.25 0 0 0 0 -115.813784242667 0 0
"56" 56 10804.3895574416 286.618019822166 0.000777482487257 5915.23882055285 4847.58433105759 107.511886009799 61 309916.290392475 1.406457854e-06 97.7223775175551 6.19116569536786 0 1.41383016109467 301.067443847656 1 0 0 0 0 0 0 -90.0209701772322 0 0
"57" 57 10804.3895574416 286.829090472089 0 1498.82078757129 9304.91824590306 90.4422515726703 20 194900.268143994 4.342775733e-06 98.959957674315 46.611042675127 0 1.73849952220917 301.429351806641 1 0 0 0 0 0 0 -22.1972511957227 0 0
"58" 58 10804.3895574416 290.568846280174 0.0122544909506 3955.38320228765 6338.24451085169 2274.28302176019 663 902657.804433129 1.21139464e-07 91.4822093044325 0.343733560184445 920.024525052255 1.89260959625244 301.511138916016 42 4 0 0 0 0 0 4.3807609748312 0 0
"59" 59 10804.3895574416 280.11540735525 0.057639166511989 0 8619.86721945701 7364.67148172713 1585 1534569.61892578 4.5083701e-08 81.4162182771561 73.3661650670344 2399.3414248592 1.61603116989136 301.285095214844 228 21 0 1.75 0 0.172008972208056 0 -29.9118372898683 0 0
"60" 60 10804.3895574416 154.297328620575 0.077054303050425 0 2002.44562598454 10601.0473137847 528 892571.780375587 1.44465711e-07 86.8832720845612 426.413418710043 4760.00364734707 1.21839594841003 301.304718017578 900 104 0 0.75 0 0.333624310901861 0 -101.585737331569 0 0.309004325265567
"61" 61 3467.57424152388 113.462527050306 0.0018806832497 0 1577.35087220938 152.249672226931 80 647482.812814637 2.93786183e-07 83.435290856166 368.463022037972 376.936757568801 0.450062572956085 301.239135742188 129 17 0 0 0 0 0 -124.043852494984 0 14.1139803544538
"62" 62 1342.19525384446 257.217509960009 0.000442396621212 1329.72815485508 0 371.999299143045 15 251284.461248164 7.13201684e-07 98.1561277422068 0.522993809646923 0 7.59249114990234 298.03466796875 4 1 0 0 0 0 0 501.470592332923 0 0
"63" 63 9898.6207141896 254.105921035785 0.003482127065515 9871.32759417116 0 2670.99715396282 90 303729.977961086 8.57226318e-07 95.9138334482613 73.2270439531765 0 7.42443656921387 298.249847412109 23 7 0 0 0 0 0 565.385243548769 0 0
"64" 64 10806.6060216268 183.395149105368 0.001283857996821 10806.6060216268 0 525.664102728868 160 266101.964809985 5.30657959e-07 96.7101667471054 210.642772065411 0 7.17241477966309 298.598571777344 3 1 0 0 0 0 0 478.630861115037 0 0
"65" 65 10806.6060216268 197.148240976847 0.004370905215906 10636.9052469778 0 2353.6921602242 102 229639.992585669 8.24123056e-07 95.7205239096023 285.042278599134 0 6.56071949005127 298.810729980469 9 7 0 0 0 0 0 392.202819021125 0 0
"66" 66 10806.6060216268 239.341179785409 0.032860566361536 8378.76571183958 6185.18460809212 2689.03252686985 98 197842.890365287 8.72304663e-07 97.371472293098 88.4486895817679 66.9407134312153 6.7408127784729 298.857879638672 9 1 0 0 0 0 0 373.73190400607 0 0
"67" 67 10689.2521328338 233.21749133516 0.004283857553906 6309.59563159202 10539.0825991285 739.201046189939 464 392326.709511035 1.68650007e-07 90.086143210309 20.5183174610925 24.2335161163173 5.16204166412354 298.953491210938 0 0 0 0 0 0 0 264.300374577554 0 0
"68" 68 10806.6060216268 216.852266336436 0.000317104562974 3235.0616118337 10461.7805380849 505.277741881413 10 47900.1913865487 8.753741503e-06 99.7082708079732 9.49037353597225 0 4.46100664138794 299.186218261719 1 0 0 0 0 0 0 319.381030523289 0 0
"69" 69 10806.6060216268 169.871404312053 0 0 2637.32077235562 2867.8602536019 11 80239.4229863522 7.933079714e-06 99.3681796755515 28.4890397664086 72.1289599648856 4.36345624923706 299.279357910156 0 0 0 0 0 0 0 295.146248159646 0 0
"70" 70 10806.6060216268 138.847766240279 0 0 606.969215872539 286.750259814843 30 134401.707157308 2.900499125e-06 99.1131913547811 78.3049191306795 1020.1121800184 3.73377227783203 299.987335205078 0 0 0 0 0 0 0 285.245513704675 1 0
"71" 71 10806.6060216268 147.830185514597 7.0050585422e-05 0 10557.708355058 32.3771303390057 67 162061.894310195 1.281589826e-06 97.7769946625114 192.190963590889 171.605238922356 2.3856155872345 300.878082275391 0 0 0 0 0 0 0 318.651670165339 0 0
"72" 72 10806.6060216268 181.45817459093 0.02502797736862 132.91623851376 6682.5924990887 25855.8068695536 159 260763.386027021 5.31604745e-07 96.2771975021702 19.2688631400603 5209.12219958993 2.52625942230225 300.994110107422 65 32 0 0 0.204552615628563 2.71471164817447 0 194.605807834201 0 0
"73" 73 10806.6060216268 261.283384235931 0.062154152534827 6697.02210982029 0 69402.3254338021 538 465137.570218958 1.4933889e-07 91.4888196801624 20.7129950256041 2203.3306386693 2.83903217315674 301.013763427734 94 51 0 0 0.136542971775473 1.8559812361176 0 104.14825144633 0 0
"74" 74 10806.6060216268 277.506272621563 0.006560210436815 10517.6979388795 0 7094.36416105057 82 190740.099660932 1.048568737e-06 97.9373219983297 34.2335556419713 41.1225257624024 2.11546587944031 301.066070556641 13 9 0 0 0 0 0 87.5048232989958 0 0
"75" 75 10806.6060216268 267.657217124142 0 10614.6136341394 729.48853295098 186.606732844894 12 106581.714760883 7.256412354e-06 99.1553223591988 24.9751245560135 0 1.47745060920715 301.061584472656 1 0 0 0 0 0 0 69.7169312981687 0 0
"76" 76 10806.6060216268 275.645980428027 0.011224454724162 10313.646171228 9622.06387131711 55.6314228476766 45 88424.9968239438 1.936731587e-06 99.2703187516781 54.5324840240607 0 1.45646071434021 301.278106689453 0 0 0 0 0 0 0 -46.3058491366649 0 0
"77" 77 10806.6060216268 280.951053440372 7.6791918132e-05 3371.20241384244 8626.11977526254 220.136931607152 20 67547.4783850002 4.362388702e-06 99.3498432511543 63.1230739182271 0 1.097771525383 301.499450683594 0 0 0 0 0 0 0 -116.963783803079 0 0
"78" 78 10806.6060216268 277.014737029312 0 3351.33537595067 7445.8841892781 3990.27248043562 28 33100.4136015366 3.129060167e-06 99.7951446827226 0 0 1.05358219146728 301.172271728516 0 0 0 0 0 0 0 -133.702174976592 0 0
"79" 79 10806.6060216268 291.232133217439 0 6663.78154565881 4152.78847476647 148.963496367803 81 228311.08933911 1.062692817e-06 98.0179453241912 22.5559838199248 0 1.20923054218292 301.218475341797 2 0 0 0 0 0 0 -138.06277772 0 0
"80" 80 10806.6060216268 282.96139887764 7.3539889665e-05 415.442493313209 10501.7453318397 112.661467841194 83 369032.704098708 1.0249608e-06 96.8997853684892 68.023106441748 0 1.57000851631165 301.575378417969 1 0 0 0 0 0 0 -75.4518039576565 0 0
"81" 81 10806.6060216268 280.057476125063 0.000406370043335 242.184502708989 8959.74570403922 74.3923343205348 86 301419.139834136 9.96614395e-07 97.5974426163369 28.2413903286312 1578.03293902945 1.96796596050262 301.82958984375 1 0 0 0 0 0 0 -28.8642643746247 0 0
"82" 82 10806.6060216268 227.858681418688 0.176177264117023 0 2190.48135953784 27670.0143373127 951 1252792.61347109 7.7305478e-08 83.7390934083583 125.569724152494 6276.3158163119 1.73334574699402 301.652252197266 488 74 0 0.25 0 0.840558393005493 0 -14.0723476409912 0 0.00736686999261891
"83" 83 10806.6060216268 160.134217368697 0.246674037528161 0 3072.52499594064 30567.2915718996 879 809556.222245322 6.0523356e-08 60.5793634947068 3422.15235202163 3783.9384477588 1.7529867887497 301.441986083984 547 117 0 0 0 0.203185595626983 0 -53.0705018079533 0 7.40545206661735
"84" 84 6678.33456643792 143.238210168634 0.009197018977943 0 3449.89061254818 1749.17793969688 533 810686.950691372 4.5967959e-08 45.1583953190742 3115.25408548075 2509.12045515404 0.953772902488708 301.363403320312 192 30 0 0 0 0 0 -32.6312862775659 0 0
"85" 85 364.680519541429 110.986783224063 0 0 177.769445837355 30.8224634531505 9 519976.256266919 1.57276216e-07 47.7187576937234 183.167978279187 84.4782121468133 0.414549291133881 301.395446777344 10 9 0 0 0 0 0 -105.564073085785 0 0
"86" 86 105.604571900777 260.892423121632 0 104.481012606755 0 3.82251640773545 6 72838.6885205772 1.42448819e-07 99.7914731954411 0.235623707164235 0 7.8995246887207 298.402130126953 0 0 0 0 0 0 0 467.075037638346 0 0
"87" 87 7591.5201007804 245.459003815608 0.000404595559954 7579.81476604986 0 77.8879729539654 163 112895.767476035 3.75102968e-07 99.1308995378529 15.910733053554 0 7.69915151596069 298.424224853516 0 0 0 0 0 0 1 483.408308261049 0 0
"88" 88 10806.0094546609 205.759918439421 0 10803.53270933 0 27.8875624505601 8 55698.9212427545 1.093200235e-05 99.6441498679876 17.3267698416561 0 7.52334594726562 298.869171142578 0 0 0 0 0 0 1 405.310283415499 0 0
"89" 89 10806.0094546609 206.488804963292 0 7985.35549162933 0.962734869281033 58.5628474277868 11 171670.683996717 7.888093454e-06 98.8330502876853 101.744062972754 0 6.89597320556641 299.255065917969 0 0 0 0 0 0 0 380.635518631446 0 0
"90" 90 10806.0094546609 241.5719877806 0 7149.61042070437 2555.30136020632 651.693005855999 81 143649.907607758 1.054171457e-06 97.2877981812214 237.085756153809 0 6.64539098739624 299.364471435547 8 1 0 0 0 0 0 319.49546731542 0 0
"91" 91 10806.0094546609 232.368868200516 0 7061.2657843635 7276.92932226215 307.657019086045 100 210948.902191045 8.37839405e-07 95.4329280646761 446.116699952313 0 5.86525249481201 299.69677734375 0 0 0 0.25 0 0 0 218.573948086134 0 0
"92" 92 10806.0094546609 201.103444481693 0.006302873651496 4988.88296464539 5396.85951437851 1482.77812016804 114 218785.240091658 7.2602826e-07 94.3019079511917 470.678541367889 0.901913220990377 5.44935989379883 299.914123535156 7 0 0 0 0 0 0 208.868511311492 0 0
"93" 93 10806.0094546609 170.41791940351 0 0 284.330013921047 234.899083718227 190 405728.924637248 4.25143333e-07 92.008180046682 839.713964746974 17.6594135108697 4.68870210647583 299.697143554688 1 0 0 0 0 0 0 162.973032119201 0 0
"94" 94 10806.0094546609 166.430109624648 0.007829559879267 0 173.480644255094 2055.72451538638 390 738813.408191775 1.97775775e-07 87.8819741485103 1248.61466060744 106.196483030195 4.5053129196167 299.8828125 50 2 0 0 0 0 0 187.601086645575 0 2.61803063647664
"95" 95 10806.0094546609 199.294338615837 0.002735187499756 4.54112126223001 9615.42364635882 1531.12788122265 62 260429.533423841 1.350535292e-06 95.3751192168503 419.89811874201 367.871992278183 4.55532741546631 300.267059326172 2 0 0 0 0 0 0 145.7408837823 0 0
"96" 96 10806.0094546609 227.33946193081 0.009845992457718 7979.90326230372 2446.5933063209 1667.62260461601 10 111468.308667499 8.686643304e-06 98.9723976821711 36.875274549386 1397.18694031554 3.5384840965271 300.341888427734 5 1 0 0 0 0 0 163.80015476963 0 0
"97" 97 10806.0094546609 260.939438860668 0.025377218588205 6652.6160912552 1397.75018137826 412.503527914607 82 301906.890784071 1.034358343e-06 96.6100575370581 234.714684663215 71.8826708567868 2.98908305168152 300.506561279297 0 0 0 0 0 0 0 76.33727245912 0 0
"98" 98 10806.0094546609 284.012343744094 0.000636385651902 6290.39307577836 2174.31758995788 222.206667474695 32 164124.929096499 2.704569393e-06 98.6075594385223 48.1220839633972 85.9527799987965 2.6644434928894 300.641815185547 0 0 0 0 0 0 0 4.57068453865368 0 0
"99" 99 10806.0094546609 267.82041316345 0.000592963918028 10764.1052830199 266.716000662636 1812.60217607376 146 300354.016749096 5.78815502e-07 96.2565909004805 46.5351964595612 0 1.96167802810669 300.919494628906 31 7 0 0 0 0 0 -53.2212886598962 0 0
"100" 100 10806.0094546609 275.229372527284 0.006800252957366 8555.88803412573 6971.37402444035 1244.66167792703 102 225234.42761729 8.41635012e-07 97.8106327630592 132.533615976529 68.695988142611 1.69266200065613 301.453948974609 5 3 0 0.75 0 0.32739688977529 0 -109.648934263932 0 0
"101" 101 10806.0094546609 267.81370072152 0.005173187291838 1894.44312053873 8175.7128120159 335.455198323624 32 92902.909721644 2.715033828e-06 98.9606843829632 73.9960446530132 845.033042059165 1.55557119846344 301.790130615234 4 0 0 0 0 0 0 -144.153222012718 0 0
"102" 102 10806.0094546609 256.950345599468 0.001445578454673 1784.10629468556 9065.55191979565 510.199379704575 6 91409.9567766126 1.4514266032e-05 99.2221040650321 0 672.124392663564 1.27052772045135 301.662384033203 0 0 0 0 0 0 0 -171.402202775274 0 0
"103" 103 10806.0094546609 261.961165831915 0.000347457119973 0 10619.5948788474 3601.42841749416 213 410280.346365006 3.94923242e-07 95.8141749040912 0 6.9087350560294 1.28498721122742 301.528869628906 102 4 0 0.5 0 0.653122137298579 0 -167.660529758498 0 1.53968590248115
"104" 104 10806.0094546609 268.949472025511 0.003019873910312 0 9060.44081002092 11747.7250655136 808 980206.037714141 9.6594056e-08 88.9249987807145 56.6348178987139 1578.28705256747 1.40824770927429 301.786804199219 328 47 0 4.5 1.34581990655084 0.432512786354747 0 -135.33189076664 0 2.41162632043214
"105" 105 10806.0094546609 248.591291204381 0.100141244683549 0 3912.73179701939 17990.33804343 580 958647.029993978 1.21229146e-07 80.088932887708 110.507790967719 5269.34873384396 1.91886007785797 301.983489990234 160 49 0 1.25 0 0.49953151641197 0 -82.3584894090478 0 14.0820660744797
